# YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,TIMEZONE,DELTA_UT1,DELTA_T,LONGITUDE,LATITUDE,ELEVATION,PRESSURE,TEMPERATURE,SLOPE,AZM_ROTATION,ATMOS_REFRACT,FUNCTION,# JULIAN DAY,L,B,R,H,DELTA PSI,DELTA EPSILON,EPSILON,ZENITH,AZIMUTH,INCIDENCE,DEL_E,FLUXES 
2022.0,7.0,22.0,11.0,57.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.915,299.604,-0.0,1.016,331.987,-0.003,0.002,23.438,38.508,314.943,38.508,0.001,815.8752357410975
2022.0,7.0,22.0,11.0,58.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.915,299.605,-0.0,1.016,332.237,-0.003,0.002,23.438,38.399,315.278,38.399,0.001,818.3524706045508
2022.0,7.0,22.0,11.0,59.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.916,299.606,-0.0,1.016,332.487,-0.003,0.002,23.438,38.291,315.613,38.291,0.001,820.8048515814336
2022.0,7.0,22.0,12.0,0.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.917,299.606,-0.0,1.016,332.737,-0.003,0.002,23.438,38.184,315.95,38.184,0.001,823.232402749819
2022.0,7.0,22.0,12.0,1.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.917,299.607,-0.0,1.016,332.987,-0.003,0.002,23.438,38.078,316.289,38.078,0.001,825.6351496026792
2022.0,7.0,22.0,12.0,2.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.918,299.608,-0.0,1.016,333.237,-0.003,0.002,23.438,37.972,316.629,37.972,0.001,828.0357561284467
2022.0,7.0,22.0,12.0,3.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.919,299.608,-0.0,1.016,333.487,-0.003,0.002,23.438,37.867,316.97,37.867,0.001,830.411572649822
2022.0,7.0,22.0,12.0,4.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.919,299.609,-0.0,1.016,333.737,-0.003,0.002,23.438,37.762,317.312,37.762,0.001,832.7852242018722
2022.0,7.0,22.0,12.0,5.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.92,299.61,-0.0,1.016,333.987,-0.003,0.002,23.438,37.658,317.656,37.658,0.001,835.1341037494219
2022.0,7.0,22.0,12.0,6.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.921,299.61,-0.0,1.016,334.237,-0.003,0.002,23.438,37.555,318.001,37.555,0.001,837.45824263963
2022.0,7.0,22.0,12.0,7.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.922,299.611,-0.0,1.016,334.487,-0.003,0.002,23.438,37.452,318.348,37.452,0.001,839.7802062100712
2022.0,7.0,22.0,12.0,8.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.922,299.612,-0.0,1.016,334.737,-0.003,0.002,23.438,37.351,318.696,37.351,0.001,842.0549414786944
2022.0,7.0,22.0,12.0,9.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.923,299.612,-0.0,1.016,334.987,-0.003,0.002,23.438,37.249,319.045,37.249,0.001,844.3500173653688
2022.0,7.0,22.0,12.0,10.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.924,299.613,-0.0,1.016,335.237,-0.003,0.002,23.438,37.149,319.396,37.149,0.001,846.597935303279
2022.0,7.0,22.0,12.0,11.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.924,299.614,-0.0,1.016,335.487,-0.003,0.002,23.438,37.049,319.748,37.049,0.001,848.8436902726681
2022.0,7.0,22.0,12.0,12.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.925,299.614,-0.0,1.016,335.737,-0.003,0.002,23.438,36.95,320.101,36.95,0.001,851.0648299169728
2022.0,7.0,22.0,12.0,13.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.926,299.615,-0.0,1.016,335.987,-0.003,0.002,23.438,36.852,320.456,36.852,0.001,853.2613928994808
2022.0,7.0,22.0,12.0,14.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.926,299.616,-0.0,1.016,336.237,-0.003,0.002,23.438,36.755,320.812,36.755,0.001,855.4334188512196
2022.0,7.0,22.0,12.0,15.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.927,299.616,-0.0,1.016,336.487,-0.003,0.002,23.438,36.658,321.17,36.658,0.001,857.6033073229189
2022.0,7.0,22.0,12.0,16.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.928,299.617,-0.0,1.016,336.737,-0.003,0.002,23.438,36.562,321.528,36.562,0.001,859.7486966093261
2022.0,7.0,22.0,12.0,17.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.928,299.618,-0.0,1.016,336.987,-0.003,0.002,23.438,36.467,321.889,36.467,0.001,861.8696289422804
2022.0,7.0,22.0,12.0,18.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.929,299.618,-0.0,1.016,337.237,-0.003,0.002,23.438,36.372,322.25,36.372,0.001,863.9884395233495
2022.0,7.0,22.0,12.0,19.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.93,299.619,-0.0,1.016,337.487,-0.003,0.002,23.438,36.278,322.613,36.278,0.001,866.0828353790434
2022.0,7.0,22.0,12.0,20.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.931,299.62,-0.0,1.016,337.737,-0.003,0.002,23.438,36.185,322.978,36.185,0.001,868.1528611209479
2022.0,7.0,22.0,12.0,21.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.931,299.62,-0.0,1.016,337.987,-0.003,0.002,23.438,36.093,323.343,36.093,0.001,870.1985621006373
2022.0,7.0,22.0,12.0,22.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.932,299.621,-0.0,1.016,338.237,-0.003,0.002,23.438,36.002,323.711,36.002,0.001,872.2199843692662
2022.0,7.0,22.0,12.0,23.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.933,299.622,-0.0,1.016,338.487,-0.003,0.002,23.438,35.911,324.079,35.911,0.001,874.2393542889928
2022.0,7.0,22.0,12.0,24.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.933,299.622,-0.0,1.016,338.737,-0.003,0.002,23.438,35.822,324.449,35.822,0.001,876.2123375024847
2022.0,7.0,22.0,12.0,25.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.934,299.623,-0.0,1.016,338.987,-0.003,0.002,23.438,35.733,324.82,35.733,0.001,878.1833186621324
2022.0,7.0,22.0,12.0,26.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.935,299.624,-0.0,1.016,339.237,-0.003,0.002,23.438,35.645,325.193,35.645,0.001,880.130166704292
2022.0,7.0,22.0,12.0,27.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.935,299.624,-0.0,1.016,339.487,-0.003,0.002,23.438,35.557,325.567,35.557,0.001,882.0750200840351
2022.0,7.0,22.0,12.0,28.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.936,299.625,-0.0,1.016,339.737,-0.003,0.002,23.438,35.471,325.942,35.471,0.001,883.9737272970839
2022.0,7.0,22.0,12.0,29.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.937,299.626,-0.0,1.016,339.987,-0.003,0.002,23.438,35.385,326.319,35.385,0.001,885.8704944930405
2022.0,7.0,22.0,12.0,30.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.938,299.626,-0.0,1.016,340.237,-0.003,0.002,23.438,35.3,326.697,35.3,0.001,887.743283044017
2022.0,7.0,22.0,12.0,31.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.938,299.627,-0.0,1.016,340.487,-0.003,0.002,23.438,35.216,327.077,35.216,0.001,889.5921440689715
2022.0,7.0,22.0,12.0,32.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.939,299.628,-0.0,1.016,340.737,-0.003,0.002,23.438,35.133,327.457,35.133,0.001,891.4171290642357
2022.0,7.0,22.0,12.0,33.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.94,299.628,-0.0,1.016,340.986,-0.003,0.002,23.438,35.051,327.84,35.051,0.001,893.2182898675477
2022.0,7.0,22.0,12.0,34.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.94,299.629,-0.0,1.016,341.236,-0.003,0.002,23.438,34.97,328.223,34.97,0.001,894.9956786225683
2022.0,7.0,22.0,12.0,35.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.941,299.63,-0.0,1.016,341.486,-0.003,0.002,23.438,34.889,328.608,34.889,0.001,896.7712573763978
2022.0,7.0,22.0,12.0,36.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.942,299.63,-0.0,1.016,341.736,-0.003,0.002,23.438,34.81,328.994,34.81,0.001,898.5012374653495
2022.0,7.0,22.0,12.0,37.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.942,299.631,-0.0,1.016,341.986,-0.003,0.002,23.438,34.731,329.381,34.731,0.001,900.2294689042028
2022.0,7.0,22.0,12.0,38.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.943,299.632,-0.0,1.016,342.236,-0.003,0.002,23.438,34.653,329.77,34.653,0.001,901.9340954383184
2022.0,7.0,22.0,12.0,39.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.944,299.632,-0.0,1.016,342.486,-0.003,0.002,23.438,34.576,330.16,34.576,0.001,903.6151706070199
2022.0,7.0,22.0,12.0,40.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.944,299.633,-0.0,1.016,342.736,-0.003,0.002,23.438,34.5,330.552,34.5,0.001,905.2727480780391
2022.0,7.0,22.0,12.0,41.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.945,299.634,-0.0,1.016,342.986,-0.003,0.002,23.438,34.425,330.945,34.425,0.001,906.9068816149537
2022.0,7.0,22.0,12.0,42.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.946,299.634,-0.0,1.016,343.236,-0.003,0.002,23.438,34.351,331.339,34.351,0.001,908.5176250451016
2022.0,7.0,22.0,12.0,43.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.947,299.635,-0.0,1.016,343.486,-0.003,0.002,23.438,34.278,331.734,34.278,0.001,910.1050322279804
2022.0,7.0,22.0,12.0,44.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.947,299.636,-0.0,1.016,343.736,-0.003,0.002,23.438,34.205,332.131,34.205,0.001,911.6908701843122
2022.0,7.0,22.0,12.0,45.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.948,299.636,-0.0,1.016,343.986,-0.003,0.002,23.438,34.134,332.528,34.134,0.001,913.2317453123197
2022.0,7.0,22.0,12.0,46.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.949,299.637,-0.0,1.016,344.236,-0.003,0.002,23.438,34.064,332.928,34.064,0.001,914.7494458211902
2022.0,7.0,22.0,12.0,47.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.949,299.638,-0.0,1.016,344.486,-0.003,0.002,23.438,33.994,333.328,33.994,0.001,916.2656754220985
2022.0,7.0,22.0,12.0,48.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.95,299.638,-0.0,1.016,344.736,-0.003,0.002,23.438,33.926,333.73,33.926,0.001,917.7371670356422
2022.0,7.0,22.0,12.0,49.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.951,299.639,-0.0,1.016,344.986,-0.003,0.002,23.438,33.858,334.132,33.858,0.001,919.2072535897012
2022.0,7.0,22.0,12.0,50.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.951,299.639,-0.0,1.016,345.236,-0.003,0.002,23.438,33.792,334.537,33.792,0.001,920.6327507025526
2022.0,7.0,22.0,12.0,51.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.952,299.64,-0.0,1.016,345.486,-0.003,0.002,23.438,33.726,334.942,33.726,0.001,922.0569086679573
2022.0,7.0,22.0,12.0,52.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.953,299.641,-0.0,1.016,345.736,-0.003,0.002,23.438,33.662,335.348,33.662,0.001,923.4366242217988
2022.0,7.0,22.0,12.0,53.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.953,299.642,-0.0,1.016,345.986,-0.003,0.002,23.438,33.598,335.756,33.598,0.001,924.815066424886
2022.0,7.0,22.0,12.0,54.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.954,299.642,-0.0,1.016,346.236,-0.003,0.002,23.438,33.536,336.165,33.536,0.001,926.1492114677194
2022.0,7.0,22.0,12.0,55.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.955,299.643,-0.0,1.016,346.486,-0.003,0.002,23.438,33.474,336.575,33.474,0.001,927.4821486682437
2022.0,7.0,22.0,12.0,56.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.956,299.644,-0.0,1.016,346.736,-0.003,0.002,23.438,33.413,336.986,33.413,0.001,928.7924019833605
2022.0,7.0,22.0,12.0,57.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.956,299.644,-0.0,1.016,346.986,-0.003,0.002,23.438,33.354,337.399,33.354,0.001,930.058572399625
2022.0,7.0,22.0,12.0,58.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.957,299.645,-0.0,1.016,347.236,-0.003,0.002,23.438,33.295,337.812,33.295,0.001,931.3236322862292
2022.0,7.0,22.0,12.0,59.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.958,299.646,-0.0,1.016,347.486,-0.003,0.002,23.438,33.238,338.227,33.238,0.001,932.544748997966
2022.0,7.0,22.0,13.0,0.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.958,299.646,-0.0,1.016,347.736,-0.003,0.002,23.438,33.181,338.643,33.181,0.001,933.7648192534759
2022.0,7.0,22.0,13.0,1.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.959,299.647,-0.0,1.016,347.986,-0.003,0.002,23.438,33.126,339.059,33.126,0.001,934.941083432159
2022.0,7.0,22.0,13.0,2.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.96,299.647,-0.0,1.016,348.236,-0.003,0.002,23.438,33.072,339.477,33.072,0.001,936.0950044382959
2022.0,7.0,22.0,13.0,3.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.96,299.648,-0.0,1.016,348.486,-0.003,0.002,23.438,33.018,339.896,33.018,0.001,937.2479735026201
2022.0,7.0,22.0,13.0,4.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.961,299.649,-0.0,1.016,348.736,-0.003,0.002,23.438,32.966,340.316,32.966,0.001,938.3573364378243
2022.0,7.0,22.0,13.0,5.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.962,299.649,-0.0,1.016,348.986,-0.003,0.002,23.438,32.915,340.737,32.915,0.001,939.4445007479098
2022.0,7.0,22.0,13.0,6.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.962,299.65,-0.0,1.016,349.236,-0.003,0.002,23.438,32.865,341.159,32.865,0.001,940.5095134269336
2022.0,7.0,22.0,13.0,7.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.963,299.651,-0.0,1.016,349.486,-0.003,0.002,23.438,32.816,341.582,32.816,0.001,941.5524208811966
2022.0,7.0,22.0,13.0,8.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.964,299.651,-0.0,1.016,349.736,-0.003,0.002,23.438,32.768,342.006,32.768,0.001,942.5732689090772
2022.0,7.0,22.0,13.0,9.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.965,299.652,-0.0,1.016,349.986,-0.003,0.002,23.438,32.721,342.431,32.721,0.001,943.5721026813117
2022.0,7.0,22.0,13.0,10.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.965,299.653,-0.0,1.016,350.236,-0.003,0.002,23.438,32.675,342.857,32.675,0.001,944.5489667216968
2022.0,7.0,22.0,13.0,11.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.966,299.654,-0.0,1.016,350.486,-0.003,0.002,23.438,32.631,343.284,32.631,0.001,945.4826914680098
2022.0,7.0,22.0,13.0,12.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.967,299.654,-0.0,1.016,350.736,-0.003,0.002,23.438,32.587,343.712,32.587,0.001,946.4157618326138
2022.0,7.0,22.0,13.0,13.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.967,299.655,-0.0,1.016,350.986,-0.003,0.002,23.438,32.545,344.14,32.545,0.001,947.3058074248817
2022.0,7.0,22.0,13.0,14.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.968,299.656,-0.0,1.016,351.236,-0.003,0.002,23.438,32.503,344.57,32.503,0.001,948.1952528151992
2022.0,7.0,22.0,13.0,15.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.969,299.656,-0.0,1.016,351.486,-0.003,0.002,23.438,32.463,345.0,32.463,0.001,949.041783885717
2022.0,7.0,22.0,13.0,16.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.969,299.657,-0.0,1.016,351.736,-0.003,0.002,23.438,32.424,345.431,32.424,0.001,949.8666242460476
2022.0,7.0,22.0,13.0,17.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.97,299.657,-0.0,1.016,351.986,-0.003,0.002,23.438,32.386,345.863,32.386,0.001,950.6698124694655
2022.0,7.0,22.0,13.0,18.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.971,299.658,-0.0,1.016,352.236,-0.003,0.002,23.438,32.349,346.296,32.349,0.001,951.4513863314266
2022.0,7.0,22.0,13.0,19.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.972,299.659,-0.0,1.016,352.486,-0.003,0.002,23.438,32.313,346.729,32.313,0.001,952.2113827945183
2022.0,7.0,22.0,13.0,20.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.972,299.659,-0.0,1.016,352.736,-0.003,0.002,23.438,32.278,347.164,32.278,0.001,952.949837993812
2022.0,7.0,22.0,13.0,21.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.973,299.66,-0.0,1.016,352.986,-0.003,0.002,23.438,32.245,347.599,32.245,0.001,953.6457062189069
2022.0,7.0,22.0,13.0,22.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.974,299.661,-0.0,1.016,353.236,-0.003,0.002,23.438,32.213,348.034,32.213,0.001,954.320125562946
2022.0,7.0,22.0,13.0,23.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.974,299.661,-0.0,1.016,353.486,-0.003,0.002,23.438,32.181,348.471,32.181,0.001,954.9941876518754
2022.0,7.0,22.0,13.0,24.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.975,299.662,-0.0,1.016,353.736,-0.003,0.002,23.438,32.151,348.908,32.151,0.001,955.6257956447196
2022.0,7.0,22.0,13.0,25.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.976,299.663,-0.0,1.016,353.986,-0.003,0.002,23.438,32.123,349.345,32.123,0.001,956.2150118553203
2022.0,7.0,22.0,13.0,26.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.976,299.663,-0.0,1.016,354.236,-0.003,0.002,23.438,32.095,349.784,32.095,0.001,956.8039527144314
2022.0,7.0,22.0,13.0,27.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.977,299.664,-0.0,1.016,354.486,-0.003,0.002,23.438,32.068,350.222,32.068,0.001,957.3715986636229
2022.0,7.0,22.0,13.0,28.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.978,299.665,-0.0,1.016,354.736,-0.003,0.002,23.438,32.043,350.662,32.043,0.001,957.8969675619943
2022.0,7.0,22.0,13.0,29.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.978,299.665,-0.0,1.016,354.986,-0.003,0.002,23.438,32.019,351.102,32.019,0.001,958.4011139789211
2022.0,7.0,22.0,13.0,30.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.979,299.666,-0.0,1.016,355.236,-0.003,0.002,23.438,31.995,351.542,31.995,0.001,958.9050565473433
2022.0,7.0,22.0,13.0,31.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.98,299.667,-0.0,1.016,355.486,-0.003,0.002,23.438,31.974,351.983,31.974,0.001,959.3458387944463
2022.0,7.0,22.0,13.0,32.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.981,299.667,-0.0,1.016,355.736,-0.003,0.002,23.438,31.953,352.424,31.953,0.001,959.7864644573834
2022.0,7.0,22.0,13.0,33.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.981,299.668,-0.0,1.016,355.986,-0.003,0.002,23.438,31.933,352.866,31.933,0.001,960.2059621500104
2022.0,7.0,22.0,13.0,34.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.982,299.669,-0.0,1.016,356.236,-0.003,0.002,23.438,31.915,353.309,31.915,0.001,960.5833882846744
2022.0,7.0,22.0,13.0,35.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.983,299.669,-0.0,1.016,356.486,-0.003,0.002,23.438,31.898,353.751,31.898,0.001,960.9397402180954
2022.0,7.0,22.0,13.0,36.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.983,299.67,-0.0,1.016,356.736,-0.003,0.002,23.438,31.882,354.194,31.882,0.001,961.2750360201115
2022.0,7.0,22.0,13.0,37.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.984,299.671,-0.0,1.016,356.986,-0.003,0.002,23.438,31.867,354.638,31.867,0.001,961.5892927317011
2022.0,7.0,22.0,13.0,38.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.985,299.671,-0.0,1.016,357.236,-0.003,0.002,23.438,31.853,355.081,31.853,0.001,961.8825263587762
