# JULIAN DAY,L,B,R,H,DELTA PSI,DELTA EPSILON,EPSILON,ZENITH,AZIMUTH,INCIDENCE,DEL_E
2459638.751,159.628,0.000,0.991,27.323,-0.004,0.002,23.438,46.154,39.073,46.154,0.002
2459638.751,159.628,0.000,0.991,27.365,-0.004,0.002,23.438,46.177,39.121,46.177,0.002
2459638.752,159.628,0.000,0.991,27.406,-0.004,0.002,23.438,46.199,39.168,46.199,0.002
2459638.752,159.628,0.000,0.991,27.448,-0.004,0.002,23.438,46.222,39.216,46.222,0.002
2459638.752,159.629,0.000,0.991,27.490,-0.004,0.002,23.438,46.245,39.264,46.245,0.002
2459638.752,159.629,0.000,0.991,27.531,-0.004,0.002,23.438,46.268,39.311,46.268,0.002
2459638.752,159.629,0.000,0.991,27.573,-0.004,0.002,23.438,46.291,39.359,46.291,0.002
2459638.752,159.629,0.000,0.991,27.615,-0.004,0.002,23.438,46.314,39.406,46.314,0.002
2459638.752,159.629,0.000,0.991,27.656,-0.004,0.002,23.438,46.336,39.454,46.336,0.002
2459638.752,159.629,0.000,0.991,27.698,-0.004,0.002,23.438,46.359,39.501,46.359,0.002
2459638.752,159.629,0.000,0.991,27.740,-0.004,0.002,23.438,46.382,39.549,46.382,0.002
2459638.753,159.629,0.000,0.991,27.781,-0.004,0.002,23.438,46.405,39.596,46.405,0.002
2459638.753,159.629,0.000,0.991,27.823,-0.004,0.002,23.438,46.428,39.643,46.428,0.002
2459638.753,159.630,0.000,0.991,27.865,-0.004,0.002,23.438,46.451,39.691,46.451,0.002
2459638.753,159.630,0.000,0.991,27.906,-0.004,0.002,23.438,46.474,39.738,46.474,0.002
2459638.753,159.630,0.000,0.991,27.948,-0.004,0.002,23.438,46.497,39.785,46.497,0.002
2459638.753,159.630,0.000,0.991,27.990,-0.004,0.002,23.438,46.520,39.832,46.520,0.002
2459638.753,159.630,0.000,0.991,28.031,-0.004,0.002,23.438,46.543,39.879,46.543,0.002
2459638.753,159.630,0.000,0.991,28.073,-0.004,0.002,23.438,46.567,39.927,46.567,0.002
2459638.753,159.630,0.000,0.991,28.115,-0.004,0.002,23.438,46.590,39.974,46.590,0.002
2459638.754,159.630,0.000,0.991,28.156,-0.004,0.002,23.438,46.613,40.021,46.613,0.002
2459638.754,159.631,0.000,0.991,28.198,-0.004,0.002,23.438,46.636,40.068,46.636,0.002
2459638.754,159.631,0.000,0.991,28.240,-0.004,0.002,23.438,46.659,40.115,46.659,0.002
2459638.754,159.631,0.000,0.991,28.281,-0.004,0.002,23.438,46.682,40.161,46.682,0.002
2459638.754,159.631,0.000,0.991,28.323,-0.004,0.002,23.438,46.706,40.208,46.706,0.002
2459638.754,159.631,0.000,0.991,28.365,-0.004,0.002,23.438,46.729,40.255,46.729,0.002
2459638.754,159.631,0.000,0.991,28.406,-0.004,0.002,23.438,46.752,40.302,46.752,0.002
2459638.754,159.631,0.000,0.991,28.448,-0.004,0.002,23.438,46.776,40.349,46.776,0.002
2459638.755,159.631,0.000,0.991,28.490,-0.004,0.002,23.438,46.799,40.395,46.799,0.002
2459638.755,159.631,0.000,0.991,28.531,-0.004,0.002,23.438,46.822,40.442,46.822,0.002
2459638.755,159.631,0.000,0.991,28.573,-0.004,0.002,23.438,46.846,40.489,46.846,0.002
2459638.755,159.632,0.000,0.991,28.615,-0.004,0.002,23.438,46.869,40.535,46.869,0.002
2459638.755,159.632,0.000,0.991,28.656,-0.004,0.002,23.438,46.893,40.582,46.893,0.002
2459638.755,159.632,0.000,0.991,28.698,-0.004,0.002,23.438,46.916,40.628,46.916,0.002
2459638.755,159.632,0.000,0.991,28.740,-0.004,0.002,23.438,46.939,40.675,46.939,0.002
2459638.755,159.632,0.000,0.991,28.781,-0.004,0.002,23.438,46.963,40.721,46.963,0.002
2459638.755,159.632,0.000,0.991,28.823,-0.004,0.002,23.438,46.986,40.768,46.986,0.002
2459638.756,159.632,0.000,0.991,28.865,-0.004,0.002,23.438,47.010,40.814,47.010,0.002
2459638.756,159.632,0.000,0.991,28.907,-0.004,0.002,23.438,47.034,40.860,47.034,0.002
2459638.756,159.633,0.000,0.991,28.948,-0.004,0.002,23.438,47.057,40.906,47.057,0.002
2459638.756,159.633,0.000,0.991,28.990,-0.004,0.002,23.438,47.081,40.953,47.081,0.002
2459638.756,159.633,0.000,0.991,29.032,-0.004,0.002,23.438,47.104,40.999,47.104,0.002
2459638.756,159.633,0.000,0.991,29.073,-0.004,0.002,23.438,47.128,41.045,47.128,0.002
2459638.756,159.633,0.000,0.991,29.115,-0.004,0.002,23.438,47.152,41.091,47.152,0.002
2459638.756,159.633,0.000,0.991,29.157,-0.004,0.002,23.438,47.175,41.137,47.175,0.002
2459638.756,159.633,0.000,0.991,29.198,-0.004,0.002,23.438,47.199,41.183,47.199,0.002
2459638.757,159.633,0.000,0.991,29.240,-0.004,0.002,23.438,47.223,41.229,47.223,0.002
2459638.757,159.633,0.000,0.991,29.282,-0.004,0.002,23.438,47.247,41.275,47.247,0.002
2459638.757,159.634,0.000,0.991,29.323,-0.004,0.002,23.438,47.270,41.321,47.270,0.002
2459638.757,159.634,0.000,0.991,29.365,-0.004,0.002,23.438,47.294,41.367,47.294,0.002
2459638.757,159.634,0.000,0.991,29.407,-0.004,0.002,23.438,47.318,41.413,47.318,0.002
2459638.757,159.634,0.000,0.991,29.448,-0.004,0.002,23.438,47.342,41.459,47.342,0.002
2459638.757,159.634,0.000,0.991,29.490,-0.004,0.002,23.438,47.366,41.504,47.366,0.002
2459638.757,159.634,0.000,0.991,29.532,-0.004,0.002,23.438,47.390,41.550,47.390,0.002
2459638.758,159.634,0.000,0.991,29.573,-0.004,0.002,23.438,47.414,41.596,47.414,0.002
2459638.758,159.634,0.000,0.991,29.615,-0.004,0.002,23.438,47.437,41.642,47.437,0.002
2459638.758,159.635,0.000,0.991,29.657,-0.004,0.002,23.438,47.461,41.687,47.461,0.002
2459638.758,159.635,0.000,0.991,29.698,-0.004,0.002,23.438,47.485,41.733,47.485,0.002
2459638.758,159.635,0.000,0.991,29.740,-0.004,0.002,23.438,47.509,41.778,47.509,0.002
2459638.758,159.635,0.000,0.991,29.782,-0.004,0.002,23.438,47.533,41.824,47.533,0.002
2459638.758,159.635,0.000,0.991,29.823,-0.004,0.002,23.438,47.557,41.869,47.557,0.002
2459638.758,159.635,0.000,0.991,29.865,-0.004,0.002,23.438,47.581,41.915,47.581,0.002
2459638.758,159.635,0.000,0.991,29.907,-0.004,0.002,23.438,47.606,41.960,47.606,0.002
2459638.759,159.635,0.000,0.991,29.948,-0.004,0.002,23.438,47.630,42.005,47.630,0.002
2459638.759,159.636,0.000,0.991,29.990,-0.004,0.002,23.438,47.654,42.051,47.654,0.002
2459638.759,159.636,0.000,0.991,30.032,-0.004,0.002,23.438,47.678,42.096,47.678,0.002
2459638.759,159.636,0.000,0.991,30.073,-0.004,0.002,23.438,47.702,42.141,47.702,0.002
2459638.759,159.636,0.000,0.991,30.115,-0.004,0.002,23.438,47.726,42.186,47.726,0.002
2459638.759,159.636,0.000,0.991,30.157,-0.004,0.002,23.438,47.751,42.232,47.751,0.002
2459638.759,159.636,0.000,0.991,30.198,-0.004,0.002,23.438,47.775,42.277,47.775,0.002
2459638.759,159.636,0.000,0.991,30.240,-0.004,0.002,23.438,47.799,42.322,47.799,0.002
2459638.759,159.636,0.000,0.991,30.282,-0.004,0.002,23.438,47.823,42.367,47.823,0.002
2459638.760,159.636,0.000,0.991,30.323,-0.004,0.002,23.438,47.848,42.412,47.848,0.002
2459638.760,159.637,0.000,0.991,30.365,-0.004,0.002,23.438,47.872,42.457,47.872,0.002
2459638.760,159.637,0.000,0.991,30.407,-0.004,0.002,23.438,47.896,42.502,47.896,0.002
2459638.760,159.637,0.000,0.991,30.448,-0.004,0.002,23.438,47.921,42.547,47.921,0.002
2459638.760,159.637,0.000,0.991,30.490,-0.004,0.002,23.438,47.945,42.592,47.945,0.002
2459638.760,159.637,0.000,0.991,30.532,-0.004,0.002,23.438,47.969,42.636,47.969,0.002
2459638.760,159.637,0.000,0.991,30.573,-0.004,0.002,23.438,47.994,42.681,47.994,0.002
2459638.760,159.637,0.000,0.991,30.615,-0.004,0.002,23.438,48.018,42.726,48.018,0.002
2459638.761,159.637,0.000,0.991,30.657,-0.004,0.002,23.438,48.043,42.771,48.043,0.002
2459638.761,159.637,0.000,0.991,30.698,-0.004,0.002,23.438,48.067,42.815,48.067,0.002
2459638.761,159.638,0.000,0.991,30.740,-0.004,0.002,23.438,48.092,42.860,48.092,0.002
2459638.761,159.638,0.000,0.991,30.782,-0.004,0.002,23.438,48.116,42.905,48.116,0.002
2459638.761,159.638,0.000,0.991,30.823,-0.004,0.002,23.438,48.141,42.949,48.141,0.002
2459638.761,159.638,0.000,0.991,30.865,-0.004,0.002,23.438,48.165,42.994,48.165,0.002
2459638.761,159.638,0.000,0.991,30.907,-0.004,0.002,23.438,48.190,43.038,48.190,0.002
2459638.761,159.638,0.000,0.991,30.948,-0.004,0.002,23.438,48.214,43.083,48.214,0.002
2459638.761,159.638,0.000,0.991,30.990,-0.004,0.002,23.438,48.239,43.127,48.239,0.002
2459638.762,159.638,0.000,0.991,31.032,-0.004,0.002,23.438,48.264,43.171,48.264,0.002
2459638.762,159.638,0.000,0.991,31.073,-0.004,0.002,23.438,48.288,43.216,48.288,0.002
2459638.762,159.639,0.000,0.991,31.115,-0.004,0.002,23.438,48.313,43.260,48.313,0.002
2459638.762,159.639,0.000,0.991,31.157,-0.004,0.002,23.438,48.338,43.304,48.338,0.002
2459638.762,159.639,0.000,0.991,31.198,-0.004,0.002,23.438,48.363,43.348,48.363,0.002
2459638.762,159.639,0.000,0.991,31.240,-0.004,0.002,23.438,48.387,43.393,48.387,0.002
2459638.762,159.639,0.000,0.991,31.282,-0.004,0.002,23.438,48.412,43.437,48.412,0.002
2459638.762,159.639,0.000,0.991,31.323,-0.004,0.002,23.438,48.437,43.481,48.437,0.002
2459638.763,159.639,0.000,0.991,31.365,-0.004,0.002,23.438,48.462,43.525,48.462,0.002
2459638.763,159.639,0.000,0.991,31.407,-0.004,0.002,23.438,48.486,43.569,48.486,0.002
2459638.763,159.640,0.000,0.991,31.448,-0.004,0.002,23.438,48.511,43.613,48.511,0.002
2459638.763,159.640,0.000,0.991,31.490,-0.004,0.002,23.438,48.536,43.657,48.536,0.002
2459638.763,159.640,0.000,0.991,31.532,-0.004,0.002,23.438,48.561,43.701,48.561,0.002
2459638.763,159.640,0.000,0.991,31.574,-0.004,0.002,23.438,48.586,43.745,48.586,0.002
2459638.763,159.640,0.000,0.991,31.615,-0.004,0.002,23.438,48.611,43.789,48.611,0.002
2459638.763,159.640,0.000,0.991,31.657,-0.004,0.002,23.438,48.636,43.832,48.636,0.002
2459638.763,159.640,0.000,0.991,31.699,-0.004,0.002,23.438,48.661,43.876,48.661,0.002
2459638.764,159.640,0.000,0.991,31.740,-0.004,0.002,23.438,48.686,43.920,48.686,0.002
2459638.764,159.641,0.000,0.991,31.782,-0.004,0.002,23.438,48.711,43.964,48.711,0.002
2459638.764,159.641,0.000,0.991,31.824,-0.004,0.002,23.438,48.736,44.007,48.736,0.002
2459638.764,159.641,0.000,0.991,31.865,-0.004,0.002,23.438,48.761,44.051,48.761,0.002
2459638.764,159.641,0.000,0.991,31.907,-0.004,0.002,23.438,48.786,44.094,48.786,0.002
2459638.764,159.641,0.000,0.991,31.949,-0.004,0.002,23.438,48.811,44.138,48.811,0.002
2459638.764,159.641,0.000,0.991,31.990,-0.004,0.002,23.438,48.836,44.182,48.836,0.002
2459638.764,159.641,0.000,0.991,32.032,-0.004,0.002,23.438,48.861,44.225,48.861,0.002
2459638.764,159.641,0.000,0.991,32.074,-0.004,0.002,23.438,48.886,44.268,48.886,0.002
2459638.765,159.641,0.000,0.991,32.115,-0.004,0.002,23.438,48.912,44.312,48.912,0.002
2459638.765,159.642,0.000,0.991,32.157,-0.004,0.002,23.438,48.937,44.355,48.937,0.002
2459638.765,159.642,0.000,0.991,32.199,-0.004,0.002,23.438,48.962,44.399,48.962,0.002
2459638.765,159.642,0.000,0.991,32.240,-0.004,0.002,23.438,48.987,44.442,48.987,0.002
2459638.765,159.642,0.000,0.991,32.282,-0.004,0.002,23.438,49.012,44.485,49.012,0.002
2459638.765,159.642,0.000,0.991,32.324,-0.004,0.002,23.438,49.038,44.528,49.038,0.002
2459638.765,159.642,0.000,0.991,32.365,-0.004,0.002,23.438,49.063,44.572,49.063,0.002
2459638.765,159.642,0.000,0.991,32.407,-0.004,0.002,23.438,49.088,44.615,49.088,0.002
2459638.766,159.642,0.000,0.991,32.449,-0.004,0.002,23.438,49.114,44.658,49.114,0.002
2459638.766,159.643,0.000,0.991,32.490,-0.004,0.002,23.438,49.139,44.701,49.139,0.002
2459638.766,159.643,0.000,0.991,32.532,-0.004,0.002,23.438,49.164,44.744,49.164,0.002
2459638.766,159.643,0.000,0.991,32.574,-0.004,0.002,23.438,49.190,44.787,49.190,0.002
2459638.766,159.643,0.000,0.991,32.615,-0.004,0.002,23.438,49.215,44.830,49.215,0.002
2459638.766,159.643,0.000,0.991,32.657,-0.004,0.002,23.438,49.240,44.873,49.240,0.002
2459638.766,159.643,0.000,0.991,32.699,-0.004,0.002,23.438,49.266,44.916,49.266,0.002
2459638.766,159.643,0.000,0.991,32.740,-0.004,0.002,23.438,49.291,44.959,49.291,0.002
2459638.766,159.643,0.000,0.991,32.782,-0.004,0.002,23.438,49.317,45.001,49.317,0.002
2459638.767,159.643,0.000,0.991,32.824,-0.004,0.002,23.438,49.342,45.044,49.342,0.002
2459638.767,159.643,0.000,0.991,32.865,-0.004,0.002,23.438,49.368,45.087,49.368,0.002
2459638.767,159.644,0.000,0.991,32.907,-0.004,0.002,23.438,49.393,45.130,49.393,0.002
2459638.767,159.644,0.000,0.991,32.949,-0.004,0.002,23.438,49.419,45.172,49.419,0.002
2459638.767,159.644,0.000,0.991,32.990,-0.004,0.002,23.438,49.445,45.215,49.445,0.002
2459638.767,159.644,0.000,0.991,33.032,-0.004,0.002,23.438,49.470,45.258,49.470,0.002
2459638.767,159.644,0.000,0.991,33.074,-0.004,0.002,23.438,49.496,45.300,49.496,0.002
2459638.767,159.644,0.000,0.991,33.115,-0.004,0.002,23.438,49.521,45.343,49.521,0.002
2459638.767,159.644,0.000,0.991,33.157,-0.004,0.002,23.438,49.547,45.385,49.547,0.002
2459638.768,159.644,0.000,0.991,33.199,-0.004,0.002,23.438,49.573,45.428,49.573,0.002
2459638.768,159.645,0.000,0.991,33.240,-0.004,0.002,23.438,49.598,45.470,49.598,0.002
2459638.768,159.645,0.000,0.991,33.282,-0.004,0.002,23.438,49.624,45.513,49.624,0.002
2459638.768,159.645,0.000,0.991,33.324,-0.004,0.002,23.438,49.650,45.555,49.650,0.002
2459638.768,159.645,0.000,0.991,33.365,-0.004,0.002,23.438,49.675,45.597,49.675,0.002
2459638.768,159.645,0.000,0.991,33.407,-0.004,0.002,23.438,49.701,45.640,49.701,0.002
2459638.768,159.645,0.000,0.991,33.449,-0.004,0.002,23.438,49.727,45.682,49.727,0.002
2459638.768,159.645,0.000,0.991,33.490,-0.004,0.002,23.438,49.753,45.724,49.753,0.002
2459638.769,159.645,0.000,0.991,33.532,-0.004,0.002,23.438,49.779,45.766,49.779,0.002
2459638.769,159.645,0.000,0.991,33.574,-0.004,0.002,23.438,49.804,45.808,49.804,0.002
2459638.769,159.646,0.000,0.991,33.615,-0.004,0.002,23.438,49.830,45.850,49.830,0.002
2459638.769,159.646,0.000,0.991,33.657,-0.004,0.002,23.438,49.856,45.893,49.856,0.002
2459638.769,159.646,0.000,0.991,33.699,-0.004,0.002,23.438,49.882,45.935,49.882,0.002
2459638.769,159.646,0.000,0.991,33.740,-0.004,0.002,23.438,49.908,45.977,49.908,0.002
2459638.769,159.646,0.000,0.991,33.782,-0.004,0.002,23.438,49.934,46.019,49.934,0.002
2459638.769,159.646,0.000,0.991,33.824,-0.004,0.002,23.438,49.960,46.060,49.960,0.002
2459638.769,159.646,0.000,0.991,33.865,-0.004,0.002,23.438,49.986,46.102,49.986,0.002
2459638.770,159.646,0.000,0.991,33.907,-0.004,0.002,23.438,50.012,46.144,50.012,0.002
2459638.770,159.647,0.000,0.991,33.949,-0.004,0.002,23.438,50.038,46.186,50.038,0.002
2459638.770,159.647,0.000,0.991,33.990,-0.004,0.002,23.438,50.064,46.228,50.064,0.002
2459638.770,159.647,0.000,0.991,34.032,-0.004,0.002,23.438,50.090,46.270,50.090,0.002
2459638.770,159.647,0.000,0.991,34.074,-0.004,0.002,23.438,50.116,46.311,50.116,0.002
2459638.770,159.647,0.000,0.991,34.116,-0.004,0.002,23.438,50.142,46.353,50.142,0.002
2459638.770,159.647,0.000,0.991,34.157,-0.004,0.002,23.438,50.168,46.395,50.168,0.002
2459638.770,159.647,0.000,0.991,34.199,-0.004,0.002,23.438,50.194,46.436,50.194,0.002
2459638.770,159.647,0.000,0.991,34.241,-0.004,0.002,23.438,50.220,46.478,50.220,0.002
2459638.771,159.648,0.000,0.991,34.282,-0.004,0.002,23.438,50.246,46.519,50.246,0.002
2459638.771,159.648,0.000,0.991,34.324,-0.004,0.002,23.438,50.273,46.561,50.273,0.002
2459638.771,159.648,0.000,0.991,34.366,-0.004,0.002,23.438,50.299,46.602,50.299,0.002
2459638.771,159.648,0.000,0.991,34.407,-0.004,0.002,23.438,50.325,46.644,50.325,0.002
2459638.771,159.648,0.000,0.991,34.449,-0.004,0.002,23.438,50.351,46.685,50.351,0.002
2459638.771,159.648,0.000,0.991,34.491,-0.004,0.002,23.438,50.377,46.727,50.377,0.002
2459638.771,159.648,0.000,0.991,34.532,-0.004,0.002,23.438,50.404,46.768,50.404,0.002
2459638.771,159.648,0.000,0.991,34.574,-0.004,0.002,23.438,50.430,46.809,50.430,0.002
2459638.772,159.648,0.000,0.991,34.616,-0.004,0.002,23.438,50.456,46.850,50.456,0.002
2459638.772,159.649,0.000,0.991,34.657,-0.004,0.002,23.438,50.483,46.892,50.483,0.002
2459638.772,159.649,0.000,0.991,34.699,-0.004,0.002,23.438,50.509,46.933,50.509,0.002
2459638.772,159.649,0.000,0.991,34.741,-0.004,0.002,23.438,50.535,46.974,50.535,0.002
2459638.772,159.649,0.000,0.991,34.782,-0.004,0.002,23.438,50.562,47.015,50.562,0.002
2459638.772,159.649,0.000,0.991,34.824,-0.004,0.002,23.438,50.588,47.056,50.588,0.002
2459638.772,159.649,0.000,0.991,34.866,-0.004,0.002,23.438,50.614,47.097,50.614,0.002
2459638.772,159.649,0.000,0.991,34.907,-0.004,0.002,23.438,50.641,47.138,50.641,0.002
2459638.772,159.649,0.000,0.991,34.949,-0.004,0.002,23.438,50.667,47.179,50.667,0.002
2459638.773,159.649,0.000,0.991,34.991,-0.004,0.002,23.438,50.694,47.220,50.694,0.002
2459638.773,159.650,0.000,0.991,35.032,-0.004,0.002,23.438,50.720,47.261,50.720,0.002
2459638.773,159.650,0.000,0.991,35.074,-0.004,0.002,23.438,50.747,47.302,50.747,0.002
2459638.773,159.650,0.000,0.991,35.116,-0.004,0.002,23.438,50.773,47.343,50.773,0.002
2459638.773,159.650,0.000,0.991,35.157,-0.004,0.002,23.438,50.800,47.384,50.800,0.002
2459638.773,159.650,0.000,0.991,35.199,-0.004,0.002,23.438,50.826,47.425,50.826,0.002
2459638.773,159.650,0.000,0.991,35.241,-0.004,0.002,23.438,50.853,47.465,50.853,0.002
2459638.773,159.650,0.000,0.991,35.282,-0.004,0.002,23.438,50.879,47.506,50.879,0.002
2459638.773,159.650,0.000,0.991,35.324,-0.004,0.002,23.438,50.906,47.547,50.906,0.002
2459638.774,159.650,0.000,0.991,35.366,-0.004,0.002,23.438,50.932,47.587,50.932,0.002
2459638.774,159.651,0.000,0.991,35.407,-0.004,0.002,23.438,50.959,47.628,50.959,0.002
2459638.774,159.651,0.000,0.991,35.449,-0.004,0.002,23.438,50.986,47.669,50.986,0.002
2459638.774,159.651,0.000,0.991,35.491,-0.004,0.002,23.438,51.012,47.709,51.012,0.002
2459638.774,159.651,0.000,0.991,35.532,-0.004,0.002,23.438,51.039,47.750,51.039,0.002
2459638.774,159.651,0.000,0.991,35.574,-0.004,0.002,23.438,51.066,47.790,51.066,0.002
2459638.774,159.651,0.000,0.991,35.616,-0.004,0.002,23.438,51.092,47.831,51.092,0.002
2459638.774,159.651,0.000,0.991,35.657,-0.004,0.002,23.438,51.119,47.871,51.119,0.002
2459638.775,159.651,0.000,0.991,35.699,-0.004,0.002,23.438,51.146,47.911,51.146,0.002
2459638.775,159.651,0.000,0.991,35.741,-0.004,0.002,23.438,51.173,47.952,51.173,0.002
2459638.775,159.652,0.000,0.991,35.782,-0.004,0.002,23.438,51.199,47.992,51.199,0.002
2459638.775,159.652,0.000,0.991,35.824,-0.004,0.002,23.438,51.226,48.032,51.226,0.002
2459638.775,159.652,0.000,0.991,35.866,-0.004,0.002,23.438,51.253,48.073,51.253,0.002
2459638.775,159.652,0.000,0.991,35.907,-0.004,0.002,23.438,51.280,48.113,51.280,0.002
2459638.775,159.652,0.000,0.991,35.949,-0.004,0.002,23.438,51.307,48.153,51.307,0.002
2459638.775,159.652,0.000,0.991,35.991,-0.004,0.002,23.438,51.333,48.193,51.333,0.002
2459638.775,159.652,0.000,0.991,36.032,-0.004,0.002,23.438,51.360,48.233,51.360,0.002
2459638.776,159.653,0.000,0.991,36.074,-0.004,0.002,23.438,51.387,48.273,51.387,0.002
2459638.776,159.653,0.000,0.991,36.116,-0.004,0.002,23.438,51.414,48.313,51.414,0.002
2459638.776,159.653,0.000,0.991,36.157,-0.004,0.002,23.438,51.441,48.353,51.441,0.002
2459638.776,159.653,0.000,0.991,36.199,-0.004,0.002,23.438,51.468,48.393,51.468,0.002
2459638.776,159.653,0.000,0.991,36.241,-0.004,0.002,23.438,51.495,48.433,51.495,0.002
2459638.776,159.653,0.000,0.991,36.282,-0.004,0.002,23.438,51.522,48.473,51.522,0.002
2459638.776,159.653,0.000,0.991,36.324,-0.004,0.002,23.438,51.549,48.513,51.549,0.002
2459638.776,159.653,0.000,0.991,36.366,-0.004,0.002,23.438,51.576,48.553,51.576,0.002
2459638.777,159.653,0.000,0.991,36.407,-0.004,0.002,23.438,51.603,48.593,51.603,0.002
2459638.777,159.654,0.000,0.991,36.449,-0.004,0.002,23.438,51.630,48.632,51.630,0.002
2459638.777,159.654,0.000,0.991,36.491,-0.004,0.002,23.438,51.657,48.672,51.657,0.002
2459638.777,159.654,0.000,0.991,36.532,-0.004,0.002,23.438,51.684,48.712,51.684,0.002
2459638.777,159.654,0.000,0.991,36.574,-0.004,0.002,23.438,51.711,48.751,51.711,0.002
2459638.777,159.654,0.000,0.991,36.616,-0.004,0.002,23.438,51.738,48.791,51.738,0.002
2459638.777,159.654,0.000,0.991,36.657,-0.004,0.002,23.438,51.765,48.831,51.765,0.002
2459638.777,159.654,0.000,0.991,36.699,-0.004,0.002,23.438,51.793,48.870,51.793,0.002
2459638.777,159.654,0.000,0.991,36.741,-0.004,0.002,23.438,51.820,48.910,51.820,0.002
2459638.778,159.655,0.000,0.991,36.783,-0.004,0.002,23.438,51.847,48.949,51.847,0.002
2459638.778,159.655,0.000,0.991,36.824,-0.004,0.002,23.438,51.874,48.989,51.874,0.002
2459638.778,159.655,0.000,0.991,36.866,-0.004,0.002,23.438,51.901,49.028,51.901,0.002
2459638.778,159.655,0.000,0.991,36.908,-0.004,0.002,23.438,51.929,49.068,51.929,0.002
2459638.778,159.655,0.000,0.991,36.949,-0.004,0.002,23.438,51.956,49.107,51.956,0.002
2459638.778,159.655,0.000,0.991,36.991,-0.004,0.002,23.438,51.983,49.146,51.983,0.002
2459638.778,159.655,0.000,0.991,37.033,-0.004,0.002,23.438,52.010,49.186,52.010,0.002
2459638.778,159.655,0.000,0.991,37.074,-0.004,0.002,23.438,52.038,49.225,52.038,0.002
2459638.778,159.655,0.000,0.991,37.116,-0.004,0.002,23.438,52.065,49.264,52.065,0.002
2459638.779,159.655,0.000,0.991,37.158,-0.004,0.002,23.438,52.092,49.303,52.092,0.002
2459638.779,159.656,0.000,0.991,37.199,-0.004,0.002,23.438,52.120,49.343,52.120,0.002
2459638.779,159.656,0.000,0.991,37.241,-0.004,0.002,23.438,52.147,49.382,52.147,0.002
2459638.779,159.656,0.000,0.991,37.283,-0.004,0.002,23.438,52.174,49.421,52.174,0.002
2459638.779,159.656,0.000,0.991,37.324,-0.004,0.002,23.438,52.202,49.460,52.202,0.002
2459638.779,159.656,0.000,0.991,37.366,-0.004,0.002,23.438,52.229,49.499,52.229,0.002
2459638.779,159.656,0.000,0.991,37.408,-0.004,0.002,23.438,52.256,49.538,52.256,0.002
2459638.779,159.656,0.000,0.991,37.449,-0.004,0.002,23.438,52.284,49.577,52.284,0.002
2459638.780,159.656,0.000,0.991,37.491,-0.004,0.002,23.438,52.311,49.616,52.311,0.002
2459638.780,159.656,0.000,0.991,37.533,-0.004,0.002,23.438,52.339,49.655,52.339,0.002
2459638.780,159.657,0.000,0.991,37.574,-0.004,0.002,23.438,52.366,49.694,52.366,0.002
2459638.780,159.657,0.000,0.991,37.616,-0.004,0.002,23.438,52.394,49.733,52.394,0.002
2459638.780,159.657,0.000,0.991,37.658,-0.004,0.002,23.438,52.421,49.771,52.421,0.002
2459638.780,159.657,0.000,0.991,37.699,-0.004,0.002,23.438,52.449,49.810,52.449,0.002
2459638.780,159.657,0.000,0.991,37.741,-0.004,0.002,23.438,52.476,49.849,52.476,0.002
2459638.780,159.657,0.000,0.991,37.783,-0.004,0.002,23.438,52.504,49.888,52.504,0.002
2459638.780,159.657,0.000,0.991,37.824,-0.004,0.002,23.438,52.531,49.926,52.531,0.002
2459638.781,159.657,0.000,0.991,37.866,-0.004,0.002,23.438,52.559,49.965,52.559,0.002
2459638.781,159.658,0.000,0.991,37.908,-0.004,0.002,23.438,52.587,50.004,52.587,0.002
2459638.781,159.658,0.000,0.991,37.949,-0.004,0.002,23.438,52.614,50.042,52.614,0.002
2459638.781,159.658,0.000,0.991,37.991,-0.004,0.002,23.438,52.642,50.081,52.642,0.002
2459638.781,159.658,0.000,0.991,38.033,-0.004,0.002,23.438,52.670,50.119,52.670,0.002
2459638.781,159.658,0.000,0.991,38.074,-0.004,0.002,23.438,52.697,50.158,52.697,0.002
2459638.781,159.658,0.000,0.991,38.116,-0.004,0.002,23.438,52.725,50.196,52.725,0.002
2459638.781,159.658,0.000,0.991,38.158,-0.004,0.002,23.438,52.753,50.235,52.753,0.002
2459638.781,159.658,0.000,0.991,38.199,-0.004,0.002,23.438,52.780,50.273,52.780,0.002
2459638.782,159.659,0.000,0.991,38.241,-0.004,0.002,23.438,52.808,50.312,52.808,0.002
2459638.782,159.659,0.000,0.991,38.283,-0.004,0.002,23.438,52.836,50.350,52.836,0.002
2459638.782,159.659,0.000,0.991,38.324,-0.004,0.002,23.438,52.864,50.388,52.864,0.002
2459638.782,159.659,0.000,0.991,38.366,-0.004,0.002,23.438,52.891,50.427,52.891,0.002
2459638.782,159.659,0.000,0.991,38.408,-0.004,0.002,23.438,52.919,50.465,52.919,0.002
2459638.782,159.659,0.000,0.991,38.449,-0.004,0.002,23.438,52.947,50.503,52.947,0.002
2459638.782,159.659,0.000,0.991,38.491,-0.004,0.002,23.438,52.975,50.541,52.975,0.002
2459638.782,159.659,0.000,0.991,38.533,-0.004,0.002,23.438,53.003,50.579,53.003,0.002
2459638.783,159.660,0.000,0.991,38.574,-0.004,0.002,23.438,53.030,50.618,53.030,0.002
2459638.783,159.660,0.000,0.991,38.616,-0.004,0.002,23.438,53.058,50.656,53.058,0.002
2459638.783,159.660,0.000,0.991,38.658,-0.004,0.002,23.438,53.086,50.694,53.086,0.002
